# This file contains raw data of the electoral college.

ID,Year,State,Votes
2154,1956,Hawaii,0
2155,1956,Idaho,4
2156,1956,Illinois,27
2157,1956,Indiana,13
2158,1956,Iowa,10
2159,1956,Kansas,8
2160,1956,Kentucky,10
2161,1956,Louisiana,10
2162,1956,Maine,5
2163,1956,Maryland,9
2164,1956,Massachusetts,16
2165,1956,Michigan,20
2166,1956,Minnesota,11
2167,1956,Mississippi,8
2168,1956,Missouri,13
2169,1956,Montana,4
2170,1956,Nebraska,6
2171,1956,Nevada,3
2172,1956,New Hampshire,4
2173,1956,New Jersey,16
2174,1956,New Mexico,4
2175,1956,New York,45
2176,1956,North Carolina,14
2177,1956,North Dakota,4
2178,1956,Ohio,25
2179,1956,Oklahoma,8
2180,1956,Oregon,6
2181,1956,Pennsylvania,32
2182,1956,Rhode Island,4
2183,1956,South Carolina,8
2184,1956,South Dakota,4
2185,1956,Tennessee,11
2186,1956,Texas,24
2187,1956,Utah,4
2188,1956,Vermont,3
2189,1956,Virginia,12
2190,1956,Washington,9
2191,1956,West Virginia,8
2192,1956,Wisconsin,12
2193,1956,Wyoming,3
2194,1960,Alabama,11
2195,1960,Alaska,3
2196,1960,Arizona,4
2197,1960,Arkansas,8
2198,1960,California,32
2199,1960,Colorado,6
2200,1960,Connecticut,8
2201,1960,D.C.,0
2202,1960,Delaware,3
2203,1960,Florida,10
2204,1960,Georgia,12
2205,1960,Hawaii,3
2206,1960,Idaho,4
2207,1960,Illinois,27
2208,1960,Indiana,13
2209,1960,Iowa,10
2210,1960,Kansas,8
2211,1960,Kentucky,10
2212,1960,Louisiana,10
2213,1960,Maine,5
2214,1960,Maryland,9
2215,1960,Massachusetts,16
2216,1960,Michigan,20
2217,1960,Minnesota,11
2218,1960,Mississippi,8
2219,1960,Missouri,13
2220,1960,Montana,4
2221,1960,Nebraska,6
2222,1960,Nevada,3
2223,1960,New Hampshire,4
2224,1960,New Jersey,16
2225,1960,New Mexico,4
2226,1960,New York,45
2227,1960,North Carolina,14
2228,1960,North Dakota,4
2229,1960,Ohio,25
2230,1960,Oklahoma,8
2231,1960,Oregon,6
2232,1960,Pennsylvania,32
2233,1960,Rhode Island,4
2234,1960,South Carolina,8
2235,1960,South Dakota,4
2236,1960,Tennessee,11
2237,1960,Texas,24
2238,1960,Utah,4
2239,1960,Vermont,3
2240,1960,Virginia,12
2241,1960,Washington,9
2242,1960,West Virginia,8
2243,1960,Wisconsin,12
2244,1960,Wyoming,3
2245,1964,Alabama,10
2246,1964,Alaska,3
2247,1964,Arizona,5
2248,1964,Arkansas,6
2249,1964,California,40
2250,1964,Colorado,6
2251,1964,Connecticut,8
2252,1964,D.C.,3
2253,1964,Delaware,3
2254,1964,Florida,14
2255,1964,Georgia,12
2256,1964,Hawaii,4
2257,1964,Idaho,4
2258,1964,Illinois,26
2259,1964,Indiana,13
2260,1964,Iowa,9
2261,1964,Kansas,7
2262,1964,Kentucky,9
2263,1964,Louisiana,10
2264,1964,Maine,4
2265,1964,Maryland,10
2266,1964,Massachusetts,14
2267,1964,Michigan,21
2268,1964,Minnesota,10
2269,1964,Mississippi,7
2270,1964,Missouri,12
2271,1964,Montana,4
2272,1964,Nebraska,5
2273,1964,Nevada,3
2274,1964,New Hampshire,4
2275,1964,New Jersey,17
2276,1964,New Mexico,4
2277,1964,New York,43
2278,1964,North Carolina,13
2279,1964,North Dakota,4
2280,1964,Ohio,26
2281,1964,Oklahoma,8
2282,1964,Oregon,6
2283,1964,Pennsylvania,29
2284,1964,Rhode Island,4
2285,1964,South Carolina,8
2286,1964,South Dakota,4
2287,1964,Tennessee,11
2288,1964,Texas,25
2289,1964,Utah,4
2290,1964,Vermont,3
2291,1964,Virginia,12
2292,1964,Washington,9
2293,1964,West Virginia,7
2294,1964,Wisconsin,12
2295,1964,Wyoming,3
2296,1968,Alabama,10
2297,1968,Alaska,3
2298,1968,Arizona,5
2299,1968,Arkansas,6
2300,1968,California,40
2301,1968,Colorado,6
2302,1968,Connecticut,8
2303,1968,D.C.,3
2304,1968,Delaware,3
2305,1968,Florida,14
2306,1968,Georgia,12
2307,1968,Hawaii,4
2308,1968,Idaho,4
2309,1968,Illinois,26
2310,1968,Indiana,13
2311,1968,Iowa,9
2312,1968,Kansas,7
2313,1968,Kentucky,9
2314,1968,Louisiana,10
2315,1968,Maine,4
2316,1968,Maryland,10
2317,1968,Massachusetts,14
2318,1968,Michigan,21
2319,1968,Minnesota,10
2320,1968,Mississippi,7
2321,1968,Missouri,12
2322,1968,Montana,4
2323,1968,Nebraska,5
2324,1968,Nevada,3
2325,1968,New Hampshire,4
2326,1968,New Jersey,17
2327,1968,New Mexico,4
2328,1968,New York,43
2329,1968,North Carolina,13
2330,1968,North Dakota,4
2331,1968,Ohio,26
2332,1968,Oklahoma,8
2333,1968,Oregon,6
2334,1968,Pennsylvania,29
2335,1968,Rhode Island,4
2336,1968,South Carolina,8
2337,1968,South Dakota,4
2338,1968,Tennessee,11
2339,1968,Texas,25
2340,1968,Utah,4
2341,1968,Vermont,3
2342,1968,Virginia,12
2343,1968,Washington,9
2344,1968,West Virginia,7
2345,1968,Wisconsin,12
2346,1968,Wyoming,3
2347,1972,Alabama,9
2348,1972,Alaska,3
2349,1972,Arizona,6
2350,1972,Arkansas,6
2351,1972,California,45
2352,1972,Colorado,7
2353,1972,Connecticut,8
2354,1972,D.C.,3
2355,1972,Delaware,3
2356,1972,Florida,17
2357,1972,Georgia,12
2358,1972,Hawaii,4
2359,1972,Idaho,4
2360,1972,Illinois,26
2361,1972,Indiana,13
2362,1972,Iowa,8
2363,1972,Kansas,7
2364,1972,Kentucky,9
2365,1972,Louisiana,10
2366,1972,Maine,4
2367,1972,Maryland,10
2368,1972,Massachusetts,14
2369,1972,Michigan,21
2370,1972,Minnesota,10
2371,1972,Mississippi,7
2372,1972,Missouri,12
2373,1972,Montana,4
2374,1972,Nebraska,5
2375,1972,Nevada,3
2376,1972,New Hampshire,4
2377,1972,New Jersey,17
2378,1972,New Mexico,4
2379,1972,New York,41
2380,1972,North Carolina,13
2381,1972,North Dakota,3
2382,1972,Ohio,25
2383,1972,Oklahoma,8
2384,1972,Oregon,6
2385,1972,Pennsylvania,27
2386,1972,Rhode Island,4
2387,1972,South Carolina,8
2388,1972,South Dakota,4
2389,1972,Tennessee,10
2390,1972,Texas,26
2391,1972,Utah,4
2392,1972,Vermont,3
2393,1972,Virginia,12
2394,1972,Washington,9
2395,1972,West Virginia,6
2396,1972,Wisconsin,11
2397,1972,Wyoming,3
2398,1976,Alabama,9
2399,1976,Alaska,3
2400,1976,Arizona,6
2401,1976,Arkansas,6
2402,1976,California,45
2403,1976,Colorado,7
2404,1976,Connecticut,8
2405,1976,D.C.,3
2406,1976,Delaware,3
2407,1976,Florida,17
2408,1976,Georgia,12
2409,1976,Hawaii,4
2410,1976,Idaho,4
2411,1976,Illinois,26
2412,1976,Indiana,13
2413,1976,Iowa,8
2414,1976,Kansas,7
2415,1976,Kentucky,9
2416,1976,Louisiana,10
2417,1976,Maine,4
2418,1976,Maryland,10
2419,1976,Massachusetts,14
2420,1976,Michigan,21
2421,1976,Minnesota,10
2422,1976,Mississippi,7
2423,1976,Missouri,12
2424,1976,Montana,4
2425,1976,Nebraska,5
2426,1976,Nevada,3
2427,1976,New Hampshire,4
2428,1976,New Jersey,17
2429,1976,New Mexico,4
2430,1976,New York,41
2431,1976,North Carolina,13
2432,1976,North Dakota,3
2433,1976,Ohio,25
2434,1976,Oklahoma,8
2435,1976,Oregon,6
2436,1976,Pennsylvania,27
2437,1976,Rhode Island,4
2438,1976,South Carolina,8
2439,1976,South Dakota,4
2440,1976,Tennessee,10
2441,1976,Texas,26
2442,1976,Utah,4
2443,1976,Vermont,3
2444,1976,Virginia,12
2445,1976,Washington,9
2446,1976,West Virginia,6
2447,1976,Wisconsin,11
2448,1976,Wyoming,3
2449,1980,Alabama,9
2450,1980,Alaska,3
2451,1980,Arizona,6
2452,1980,Arkansas,6
2453,1980,California,45
2454,1980,Colorado,7
2455,1980,Connecticut,8
2456,1980,D.C.,3
2457,1980,Delaware,3
2458,1980,Florida,17
2459,1980,Georgia,12
2460,1980,Hawaii,4
2461,1980,Idaho,4
2462,1980,Illinois,26
2463,1980,Indiana,13
2464,1980,Iowa,8
2465,1980,Kansas,7
2466,1980,Kentucky,9
2467,1980,Louisiana,10
2468,1980,Maine,4
2469,1980,Maryland,10
2470,1980,Massachusetts,14
2471,1980,Michigan,21
2472,1980,Minnesota,10
2473,1980,Mississippi,7
2474,1980,Missouri,12
2475,1980,Montana,4
2476,1980,Nebraska,5
2477,1980,Nevada,3
2478,1980,New Hampshire,4
2479,1980,New Jersey,17
2480,1980,New Mexico,4
2481,1980,New York,41
2482,1980,North Carolina,13
2483,1980,North Dakota,3
2484,1980,Ohio,25
2485,1980,Oklahoma,8
2486,1980,Oregon,6
2487,1980,Pennsylvania,27
2488,1980,Rhode Island,4
2489,1980,South Carolina,8
2490,1980,South Dakota,4
2491,1980,Tennessee,10
2492,1980,Texas,26
2493,1980,Utah,4
2494,1980,Vermont,3
2495,1980,Virginia,12
2496,1980,Washington,9
2497,1980,West Virginia,6
2498,1980,Wisconsin,11
2499,1980,Wyoming,3
2500,1984,Alabama,9
2501,1984,Alaska,3
2502,1984,Arizona,7
2503,1984,Arkansas,6
2504,1984,California,47
2505,1984,Colorado,8
2506,1984,Connecticut,8
2507,1984,D.C.,3
2508,1984,Delaware,3
2509,1984,Florida,21
2510,1984,Georgia,12
2511,1984,Hawaii,4
2512,1984,Idaho,4
2513,1984,Illinois,24
2514,1984,Indiana,12
2515,1984,Iowa,8
2516,1984,Kansas,7
2517,1984,Kentucky,9
2518,1984,Louisiana,10
2519,1984,Maine,4
2520,1984,Maryland,10
2521,1984,Massachusetts,13
2522,1984,Michigan,20
2523,1984,Minnesota,10
2524,1984,Mississippi,7
2525,1984,Missouri,11
2526,1984,Montana,4
2527,1984,Nebraska,5
2528,1984,Nevada,4
2529,1984,New Hampshire,4
2530,1984,New Jersey,16
2531,1984,New Mexico,5
2532,1984,New York,36
2533,1984,North Carolina,13
2534,1984,North Dakota,3
2535,1984,Ohio,23
2536,1984,Oklahoma,8
2537,1984,Oregon,7
2538,1984,Pennsylvania,25
2539,1984,Rhode Island,4
2540,1984,South Carolina,8
2541,1984,South Dakota,3
2542,1984,Tennessee,11
2543,1984,Texas,29
2544,1984,Utah,5
2545,1984,Vermont,3
2546,1984,Virginia,12
2547,1984,Washington,10
2548,1984,West Virginia,6
2549,1984,Wisconsin,11
2550,1984,Wyoming,3
2551,1988,Alabama,9
2552,1988,Alaska,3
2553,1988,Arizona,7
2554,1988,Arkansas,6
2555,1988,California,47
2556,1988,Colorado,8
2557,1988,Connecticut,8
2558,1988,D.C.,3
2559,1988,Delaware,3
2560,1988,Florida,21
2561,1988,Georgia,12
2562,1988,Hawaii,4
2563,1988,Idaho,4
2564,1988,Illinois,24
2565,1988,Indiana,12
2566,1988,Iowa,8
2567,1988,Kansas,7
2568,1988,Kentucky,9
2569,1988,Louisiana,10
2570,1988,Maine,4
2571,1988,Maryland,10
2572,1988,Massachusetts,13
2573,1988,Michigan,20
2574,1988,Minnesota,10
2575,1988,Mississippi,7
2576,1988,Missouri,11
2577,1988,Montana,4
2578,1988,Nebraska,5
2579,1988,Nevada,4
2580,1988,New Hampshire,4
2581,1988,New Jersey,16
2582,1988,New Mexico,5
2583,1988,New York,36
2584,1988,North Carolina,13
2585,1988,North Dakota,3
2586,1988,Ohio,23
2587,1988,Oklahoma,8
2588,1988,Oregon,7
2589,1988,Pennsylvania,25
2590,1988,Rhode Island,4
2591,1988,South Carolina,8
2592,1988,South Dakota,3
2593,1988,Tennessee,11
2594,1988,Texas,29
2595,1988,Utah,5
2596,1988,Vermont,3
2597,1988,Virginia,12
2598,1988,Washington,10
2599,1988,West Virginia,6
2600,1988,Wisconsin,11
2601,1988,Wyoming,3
2602,1992,Alabama,9
2603,1992,Alaska,3
2604,1992,Arizona,8
2605,1992,Arkansas,6
2606,1992,California,54
2607,1992,Colorado,8
2608,1992,Connecticut,8
2609,1992,D.C.,3
2610,1992,Delaware,3
2611,1992,Florida,25
2612,1992,Georgia,13
2613,1992,Hawaii,4
2614,1992,Idaho,4
2615,1992,Illinois,22
2616,1992,Indiana,12
2617,1992,Iowa,7
2618,1992,Kansas,6
2619,1992,Kentucky,8
2620,1992,Louisiana,9
2621,1992,Maine,4
2622,1992,Maryland,10
2623,1992,Massachusetts,12
2624,1992,Michigan,18
2625,1992,Minnesota,10
2626,1992,Mississippi,7
2627,1992,Missouri,11
2628,1992,Montana,3
2629,1992,Nebraska,5
2630,1992,Nevada,4
2631,1992,New Hampshire,4
2632,1992,New Jersey,15
2633,1992,New Mexico,5
2634,1992,New York,33
2635,1992,North Carolina,14
2636,1992,North Dakota,3
2637,1992,Ohio,21
2638,1992,Oklahoma,8
2639,1992,Oregon,7
2640,1992,Pennsylvania,23
2641,1992,Rhode Island,4
2642,1992,South Carolina,8
2643,1992,South Dakota,3
2644,1992,Tennessee,11
2645,1992,Texas,32
2646,1992,Utah,5
2647,1992,Vermont,3
2648,1992,Virginia,13
2649,1992,Washington,11
2650,1992,West Virginia,5
2651,1992,Wisconsin,11
2652,1992,Wyoming,3
2653,1996,Alabama,9
2654,1996,Alaska,3
2655,1996,Arizona,8
2656,1996,Arkansas,6
2657,1996,California,54
2658,1996,Colorado,8
2659,1996,Connecticut,8
2660,1996,D.C.,3
2661,1996,Delaware,3
2662,1996,Florida,25
2663,1996,Georgia,13
2664,1996,Hawaii,4
2665,1996,Idaho,4
2666,1996,Illinois,22
2667,1996,Indiana,12
2668,1996,Iowa,7
2669,1996,Kansas,6
2670,1996,Kentucky,8
2671,1996,Louisiana,9
2672,1996,Maine,4
2673,1996,Maryland,10
2674,1996,Massachusetts,12
2675,1996,Michigan,18
2676,1996,Minnesota,10
2677,1996,Mississippi,7
2678,1996,Missouri,11
2679,1996,Montana,3
2680,1996,Nebraska,5
2681,1996,Nevada,4
2682,1996,New Hampshire,4
2683,1996,New Jersey,15
2684,1996,New Mexico,5
2685,1996,New York,33
2686,1996,North Carolina,14
2687,1996,North Dakota,3
2688,1996,Ohio,21
2689,1996,Oklahoma,8
2690,1996,Oregon,7
2691,1996,Pennsylvania,23
2692,1996,Rhode Island,4
2693,1996,South Carolina,8
2694,1996,South Dakota,3
2695,1996,Tennessee,11
2696,1996,Texas,32
2697,1996,Utah,5
2698,1996,Vermont,3
2699,1996,Virginia,13
2700,1996,Washington,11
2701,1996,West Virginia,5
2702,1996,Wisconsin,11
2703,1996,Wyoming,3
2704,2000,Alabama,9
2705,2000,Alaska,3
2706,2000,Arizona,8
2707,2000,Arkansas,6
2708,2000,California,54
2709,2000,Colorado,8
2710,2000,Connecticut,8
2711,2000,D.C.,3
2712,2000,Delaware,3
2713,2000,Florida,25
2714,2000,Georgia,13
2715,2000,Hawaii,4
2716,2000,Idaho,4
2717,2000,Illinois,22
2718,2000,Indiana,12
2719,2000,Iowa,7
2720,2000,Kansas,6
2721,2000,Kentucky,8
2722,2000,Louisiana,9
2723,2000,Maine,4
2724,2000,Maryland,10
2725,2000,Massachusetts,12
2726,2000,Michigan,18
2727,2000,Minnesota,10
2728,2000,Mississippi,7
2729,2000,Missouri,11
2730,2000,Montana,3
2731,2000,Nebraska,5
2732,2000,Nevada,4
2733,2000,New Hampshire,4
2734,2000,New Jersey,15
2735,2000,New Mexico,5
2736,2000,New York,33
2737,2000,North Carolina,14
2738,2000,North Dakota,3
2739,2000,Ohio,21
2740,2000,Oklahoma,8
2741,2000,Oregon,7
2742,2000,Pennsylvania,23
2743,2000,Rhode Island,4
2744,2000,South Carolina,8
2745,2000,South Dakota,3
2746,2000,Tennessee,11
2747,2000,Texas,32
2748,2000,Utah,5
2749,2000,Vermont,3
2750,2000,Virginia,13
2751,2000,Washington,11
2752,2000,West Virginia,5
2753,2000,Wisconsin,11
2754,2000,Wyoming,3
2755,2004,Alabama,9
2756,2004,Alaska,3
2757,2004,Arizona,10
2758,2004,Arkansas,6
2759,2004,California,55
2760,2004,Colorado,9
2761,2004,Connecticut,7
2762,2004,D.C.,3
2763,2004,Delaware,3
2764,2004,Florida,27
2765,2004,Georgia,15
2766,2004,Hawaii,4
2767,2004,Idaho,4
2768,2004,Illinois,21
2769,2004,Indiana,11
2770,2004,Iowa,7
2771,2004,Kansas,6
2772,2004,Kentucky,8
2773,2004,Louisiana,9
2774,2004,Maine,4
2775,2004,Maryland,10
2776,2004,Massachusetts,12
2777,2004,Michigan,17
2778,2004,Minnesota,10
2779,2004,Mississippi,6
2780,2004,Missouri,11
2781,2004,Montana,3
2782,2004,Nebraska,5
2783,2004,Nevada,5
2784,2004,New Hampshire,4
2785,2004,New Jersey,15
2786,2004,New Mexico,5
2787,2004,New York,31
2788,2004,North Carolina,15
2789,2004,North Dakota,3
2790,2004,Ohio,20
2791,2004,Oklahoma,7
2792,2004,Oregon,7
2793,2004,Pennsylvania,21
2794,2004,Rhode Island,4
2795,2004,South Carolina,8
2796,2004,South Dakota,3
2797,2004,Tennessee,11
2798,2004,Texas,34
2799,2004,Utah,5
2800,2004,Vermont,3
2801,2004,Virginia,13
2802,2004,Washington,11
2803,2004,West Virginia,5
2804,2004,Wisconsin,10
2805,2004,Wyoming,3
2806,2008,Alabama,9
2807,2008,Alaska,3
2808,2008,Arizona,10
2809,2008,Arkansas,6
2810,2008,California,55
2811,2008,Colorado,9
2812,2008,Connecticut,7
2813,2008,D.C.,3
2814,2008,Delaware,3
2815,2008,Florida,27
2816,2008,Georgia,15
2817,2008,Hawaii,4
2818,2008,Idaho,4
2819,2008,Illinois,21
2820,2008,Indiana,11
2821,2008,Iowa,7
2822,2008,Kansas,6
2823,2008,Kentucky,8
2824,2008,Louisiana,9
2825,2008,Maine,4
2826,2008,Maryland,10
2827,2008,Massachusetts,12
2828,2008,Michigan,17
2829,2008,Minnesota,10
2830,2008,Mississippi,6
2831,2008,Missouri,11
2832,2008,Montana,3
2833,2008,Nebraska,5
2834,2008,Nevada,5
2835,2008,New Hampshire,4
2836,2008,New Jersey,15
2837,2008,New Mexico,5
2838,2008,New York,31
2839,2008,North Carolina,15
2840,2008,North Dakota,3
2841,2008,Ohio,20
2842,2008,Oklahoma,7
2843,2008,Oregon,7
2844,2008,Pennsylvania,21
2845,2008,Rhode Island,4
2846,2008,South Carolina,8
2847,2008,South Dakota,3
2848,2008,Tennessee,11
2849,2008,Texas,34
2850,2008,Utah,5
2851,2008,Vermont,3
2852,2008,Virginia,13
2853,2008,Washington,11
2854,2008,West Virginia,5
2855,2008,Wisconsin,10
2856,2008,Wyoming,3
2857,2012,Alabama,9
2858,2012,Alaska,3
2859,2012,Arizona,11
2860,2012,Arkansas,6
2861,2012,California,55
2862,2012,Colorado,9
2863,2012,Connecticut,7
2864,2012,D.C.,3
2865,2012,Delaware,3
2866,2012,Florida,29
2867,2012,Georgia,16
2868,2012,Hawaii,4
2869,2012,Idaho,4
2870,2012,Illinois,20
2871,2012,Indiana,11
2872,2012,Iowa,6
2873,2012,Kansas,6
2874,2012,Kentucky,8
2875,2012,Louisiana,8
2876,2012,Maine,4
2877,2012,Maryland,10
2878,2012,Massachusetts,11
2879,2012,Michigan,16
2880,2012,Minnesota,10
2881,2012,Mississippi,6
2882,2012,Missouri,10
2883,2012,Montana,3
2884,2012,Nebraska,5
2885,2012,Nevada,6
2886,2012,New Hampshire,4
2887,2012,New Jersey,14
2888,2012,New Mexico,5
2889,2012,New York,29
2890,2012,North Carolina,15
2891,2012,North Dakota,3
2892,2012,Ohio,18
2893,2012,Oklahoma,7
2894,2012,Oregon,7
2895,2012,Pennsylvania,20
2896,2012,Rhode Island,4
2897,2012,South Carolina,9
2898,2012,South Dakota,3
2899,2012,Tennessee,11
2900,2012,Texas,38
2901,2012,Utah,6
2902,2012,Vermont,3
2903,2012,Virginia,13
2904,2012,Washington,12
2905,2012,West Virginia,5
2906,2012,Wisconsin,10
2907,2012,Wyoming,3
2908,2016,Alabama,9
2909,2016,Alaska,3
2910,2016,Arizona,11
2911,2016,Arkansas,6
2912,2016,California,55
2913,2016,Colorado,9
2914,2016,Connecticut,7
2915,2016,D.C.,3
2916,2016,Delaware,3
2917,2016,Florida,29
2918,2016,Georgia,16
2919,2016,Hawaii,4
2920,2016,Idaho,4
2921,2016,Illinois,20
2922,2016,Indiana,11
2923,2016,Iowa,6
2924,2016,Kansas,6
2925,2016,Kentucky,8
2926,2016,Louisiana,8
2927,2016,Maine,4
2928,2016,Maryland,10
2929,2016,Massachusetts,11
2930,2016,Michigan,16
2931,2016,Minnesota,10
2932,2016,Mississippi,6
2933,2016,Missouri,10
2934,2016,Montana,3
2935,2016,Nebraska,5
2936,2016,Nevada,6
2937,2016,New Hampshire,4
2938,2016,New Jersey,14
2939,2016,New Mexico,5
2940,2016,New York,29
2941,2016,North Carolina,15
2942,2016,North Dakota,3
2943,2016,Ohio,18
2944,2016,Oklahoma,7
2945,2016,Oregon,7
2946,2016,Pennsylvania,20
2947,2016,Rhode Island,4
2948,2016,South Carolina,9
2949,2016,South Dakota,3
2950,2016,Tennessee,11
2951,2016,Texas,38
2952,2016,Utah,6
2953,2016,Vermont,3
2954,2016,Virginia,13
2955,2016,Washington,12
2956,2016,West Virginia,5
2957,2016,Wisconsin,10
2958,2016,Wyoming,3
2959,2020,Alabama,9
2960,2020,Alaska,3
2961,2020,Arizona,11
2962,2020,Arkansas,6
2963,2020,California,55
2964,2020,Colorado,9
2965,2020,Connecticut,7
2966,2020,D.C.,3
2967,2020,Delaware,3
2968,2020,Florida,29
2969,2020,Georgia,16
2970,2020,Hawaii,4
2971,2020,Idaho,4
2972,2020,Illinois,20
2973,2020,Indiana,11
2974,2020,Iowa,6
2975,2020,Kansas,6
2976,2020,Kentucky,8
2977,2020,Louisiana,8
2978,2020,Maine,4
2979,2020,Maryland,10
2980,2020,Massachusetts,11
2981,2020,Michigan,16
2982,2020,Minnesota,10
2983,2020,Mississippi,6
2984,2020,Missouri,10
2985,2020,Montana,3
2986,2020,Nebraska,5
2987,2020,Nevada,6
2988,2020,New Hampshire,4
2989,2020,New Jersey,14
2990,2020,New Mexico,5
2991,2020,New York,29
2992,2020,North Carolina,15
2993,2020,North Dakota,3
2994,2020,Ohio,18
2995,2020,Oklahoma,7
2996,2020,Oregon,7
2997,2020,Pennsylvania,20
2998,2020,Rhode Island,4
2999,2020,South Carolina,9
3000,2020,South Dakota,3
3001,2020,Tennessee,11
3002,2020,Texas,38
3003,2020,Utah,6
3004,2020,Vermont,3
3005,2020,Virginia,13
3006,2020,Washington,12
3007,2020,West Virginia,5
3008,2020,Wisconsin,10
3009,2020,Wyoming,3
