# This file contains raw data of the electoral college.

ID,Year,State,Votes
1110,1872,Pennsylvania,29
1111,1872,Rhode Island,4
1112,1872,South Carolina,7
1113,1872,South Dakota,0
1114,1872,Tennessee,12
1115,1872,Texas,8
1116,1872,Utah,0
1117,1872,Vermont,5
1118,1872,Virginia,11
1119,1872,Washington,0
1120,1872,West Virginia,5
1121,1872,Wisconsin,10
1122,1872,Wyoming,0
1123,1876,Alabama,10
1124,1876,Alaska,0
1125,1876,Arizona,0
1126,1876,Arkansas,6
1127,1876,California,6
1128,1876,Colorado,3
1129,1876,Connecticut,6
1130,1876,D.C.,0
1131,1876,Delaware,3
1132,1876,Florida,4
1133,1876,Georgia,11
1134,1876,Hawaii,0
1135,1876,Idaho,0
1136,1876,Illinois,21
1137,1876,Indiana,15
1138,1876,Iowa,11
1139,1876,Kansas,5
1140,1876,Kentucky,12
1141,1876,Louisiana,8
1142,1876,Maine,7
1143,1876,Maryland,8
1144,1876,Massachusetts,13
1145,1876,Michigan,11
1146,1876,Minnesota,5
1147,1876,Mississippi,8
1148,1876,Missouri,15
1149,1876,Montana,0
1150,1876,Nebraska,3
1151,1876,Nevada,3
1152,1876,New Hampshire,5
1153,1876,New Jersey,9
1154,1876,New Mexico,0
1155,1876,New York,35
1156,1876,North Carolina,10
1157,1876,North Dakota,0
1158,1876,Ohio,22
1159,1876,Oklahoma,0
1160,1876,Oregon,3
1161,1876,Pennsylvania,29
1162,1876,Rhode Island,4
1163,1876,South Carolina,7
1164,1876,South Dakota,0
1165,1876,Tennessee,12
1166,1876,Texas,8
1167,1876,Utah,0
1168,1876,Vermont,5
1169,1876,Virginia,11
1170,1876,Washington,0
1171,1876,West Virginia,5
1172,1876,Wisconsin,10
1173,1876,Wyoming,0
1174,1880,Alabama,10
1175,1880,Alaska,0
1176,1880,Arizona,0
1177,1880,Arkansas,6
1178,1880,California,6
1179,1880,Colorado,3
1180,1880,Connecticut,6
1181,1880,D.C.,0
1182,1880,Delaware,3
1183,1880,Florida,4
1184,1880,Georgia,11
1185,1880,Hawaii,0
1186,1880,Idaho,0
1187,1880,Illinois,21
1188,1880,Indiana,15
1189,1880,Iowa,11
1190,1880,Kansas,5
1191,1880,Kentucky,12
1192,1880,Louisiana,8
1193,1880,Maine,7
1194,1880,Maryland,8
1195,1880,Massachusetts,13
1196,1880,Michigan,11
1197,1880,Minnesota,5
1198,1880,Mississippi,8
1199,1880,Missouri,15
1200,1880,Montana,0
1201,1880,Nebraska,3
1202,1880,Nevada,3
1203,1880,New Hampshire,5
1204,1880,New Jersey,9
1205,1880,New Mexico,0
1206,1880,New York,35
1207,1880,North Carolina,10
1208,1880,North Dakota,0
1209,1880,Ohio,22
1210,1880,Oklahoma,0
1211,1880,Oregon,3
1212,1880,Pennsylvania,29
1213,1880,Rhode Island,4
1214,1880,South Carolina,7
1215,1880,South Dakota,0
1216,1880,Tennessee,12
1217,1880,Texas,8
1218,1880,Utah,0
1219,1880,Vermont,5
1220,1880,Virginia,11
1221,1880,Washington,0
1222,1880,West Virginia,5
1223,1880,Wisconsin,10
1224,1880,Wyoming,0
1225,1884,Alabama,10
1226,1884,Alaska,0
1227,1884,Arizona,0
1228,1884,Arkansas,7
1229,1884,California,8
1230,1884,Colorado,3
1231,1884,Connecticut,6
1232,1884,D.C.,0
1233,1884,Delaware,3
1234,1884,Florida,4
1235,1884,Georgia,12
1236,1884,Hawaii,0
1237,1884,Idaho,0
1238,1884,Illinois,22
1239,1884,Indiana,15
1240,1884,Iowa,13
1241,1884,Kansas,9
1242,1884,Kentucky,13
1243,1884,Louisiana,8
1244,1884,Maine,6
1245,1884,Maryland,8
1246,1884,Massachusetts,14
1247,1884,Michigan,13
1248,1884,Minnesota,7
1249,1884,Mississippi,9
1250,1884,Missouri,16
1251,1884,Montana,0
1252,1884,Nebraska,5
1253,1884,Nevada,3
1254,1884,New Hampshire,4
1255,1884,New Jersey,9
1256,1884,New Mexico,0
1257,1884,New York,36
1258,1884,North Carolina,11
1259,1884,North Dakota,0
1260,1884,Ohio,23
1261,1884,Oklahoma,0
1262,1884,Oregon,3
1263,1884,Pennsylvania,30
1264,1884,Rhode Island,4
1265,1884,South Carolina,9
1266,1884,South Dakota,0
1267,1884,Tennessee,12
1268,1884,Texas,13
1269,1884,Utah,0
1270,1884,Vermont,4
1271,1884,Virginia,12
1272,1884,Washington,0
1273,1884,West Virginia,6
1274,1884,Wisconsin,11
1275,1884,Wyoming,0
1276,1888,Alabama,10
1277,1888,Alaska,0
1278,1888,Arizona,0
1279,1888,Arkansas,7
1280,1888,California,8
1281,1888,Colorado,3
1282,1888,Connecticut,6
1283,1888,D.C.,0
1284,1888,Delaware,3
1285,1888,Florida,4
1286,1888,Georgia,12
1287,1888,Hawaii,0
1288,1888,Idaho,0
1289,1888,Illinois,22
1290,1888,Indiana,15
1291,1888,Iowa,13
1292,1888,Kansas,9
1293,1888,Kentucky,13
1294,1888,Louisiana,8
1295,1888,Maine,6
1296,1888,Maryland,8
1297,1888,Massachusetts,14
1298,1888,Michigan,13
1299,1888,Minnesota,7
1300,1888,Mississippi,9
1301,1888,Missouri,16
1302,1888,Montana,0
1303,1888,Nebraska,5
1304,1888,Nevada,3
1305,1888,New Hampshire,4
1306,1888,New Jersey,9
1307,1888,New Mexico,0
1308,1888,New York,36
1309,1888,North Carolina,11
1310,1888,North Dakota,0
1311,1888,Ohio,23
1312,1888,Oklahoma,0
1313,1888,Oregon,3
1314,1888,Pennsylvania,30
1315,1888,Rhode Island,4
1316,1888,South Carolina,9
1317,1888,South Dakota,0
1318,1888,Tennessee,12
1319,1888,Texas,13
1320,1888,Utah,0
1321,1888,Vermont,4
1322,1888,Virginia,12
1323,1888,Washington,0
1324,1888,West Virginia,6
1325,1888,Wisconsin,11
1326,1888,Wyoming,0
1327,1892,Alabama,11
1328,1892,Alaska,0
1329,1892,Arizona,0
1330,1892,Arkansas,8
1331,1892,California,9
1332,1892,Colorado,4
1333,1892,Connecticut,6
1334,1892,D.C.,0
1335,1892,Delaware,3
1336,1892,Florida,4
1337,1892,Georgia,13
1338,1892,Hawaii,0
1339,1892,Idaho,3
1340,1892,Illinois,24
1341,1892,Indiana,15
1342,1892,Iowa,13
1343,1892,Kansas,10
1344,1892,Kentucky,13
1345,1892,Louisiana,8
1346,1892,Maine,6
1347,1892,Maryland,8
1348,1892,Massachusetts,15
1349,1892,Michigan,14
1350,1892,Minnesota,9
1351,1892,Mississippi,9
1352,1892,Missouri,17
1353,1892,Montana,3
1354,1892,Nebraska,8
1355,1892,Nevada,3
1356,1892,New Hampshire,4
1357,1892,New Jersey,10
1358,1892,New Mexico,0
1359,1892,New York,36
1360,1892,North Carolina,11
1361,1892,North Dakota,3
1362,1892,Ohio,23
1363,1892,Oklahoma,0
1364,1892,Oregon,4
1365,1892,Pennsylvania,32
1366,1892,Rhode Island,4
1367,1892,South Carolina,9
1368,1892,South Dakota,4
1369,1892,Tennessee,12
1370,1892,Texas,15
1371,1892,Utah,0
1372,1892,Vermont,4
1373,1892,Virginia,12
1374,1892,Washington,4
1375,1892,West Virginia,6
1376,1892,Wisconsin,12
1377,1892,Wyoming,3
1378,1896,Alabama,11
1379,1896,Alaska,0
1380,1896,Arizona,0
1381,1896,Arkansas,8
1382,1896,California,9
1383,1896,Colorado,4
1384,1896,Connecticut,6
1385,1896,D.C.,0
1386,1896,Delaware,3
1387,1896,Florida,4
1388,1896,Georgia,13
1389,1896,Hawaii,0
1390,1896,Idaho,3
1391,1896,Illinois,24
1392,1896,Indiana,15
1393,1896,Iowa,13
1394,1896,Kansas,10
1395,1896,Kentucky,13
1396,1896,Louisiana,8
1397,1896,Maine,6
1398,1896,Maryland,8
1399,1896,Massachusetts,15
1400,1896,Michigan,14
1401,1896,Minnesota,9
1402,1896,Mississippi,9
1403,1896,Missouri,17
1404,1896,Montana,3
1405,1896,Nebraska,8
1406,1896,Nevada,3
1407,1896,New Hampshire,4
1408,1896,New Jersey,10
1409,1896,New Mexico,0
1410,1896,New York,36
1411,1896,North Carolina,11
1412,1896,North Dakota,3
1413,1896,Ohio,23
1414,1896,Oklahoma,0
1415,1896,Oregon,4
1416,1896,Pennsylvania,32
1417,1896,Rhode Island,4
1418,1896,South Carolina,9
1419,1896,South Dakota,4
1420,1896,Tennessee,12
1421,1896,Texas,15
1422,1896,Utah,3
1423,1896,Vermont,4
1424,1896,Virginia,12
1425,1896,Washington,4
1426,1896,West Virginia,6
1427,1896,Wisconsin,12
1428,1896,Wyoming,3
1429,1900,Alabama,11
1430,1900,Alaska,0
1431,1900,Arizona,0
1432,1900,Arkansas,8
1433,1900,California,9
1434,1900,Colorado,4
1435,1900,Connecticut,6
1436,1900,D.C.,0
1437,1900,Delaware,3
1438,1900,Florida,4
1439,1900,Georgia,13
1440,1900,Hawaii,0
1441,1900,Idaho,3
1442,1900,Illinois,24
1443,1900,Indiana,15
1444,1900,Iowa,13
1445,1900,Kansas,10
1446,1900,Kentucky,13
1447,1900,Louisiana,8
1448,1900,Maine,6
1449,1900,Maryland,8
1450,1900,Massachusetts,15
1451,1900,Michigan,14
1452,1900,Minnesota,9
1453,1900,Mississippi,9
1454,1900,Missouri,17
1455,1900,Montana,3
1456,1900,Nebraska,8
1457,1900,Nevada,3
1458,1900,New Hampshire,4
1459,1900,New Jersey,10
1460,1900,New Mexico,0
1461,1900,New York,36
1462,1900,North Carolina,11
1463,1900,North Dakota,3
1464,1900,Ohio,23
1465,1900,Oklahoma,0
1466,1900,Oregon,4
1467,1900,Pennsylvania,32
1468,1900,Rhode Island,4
1469,1900,South Carolina,9
1470,1900,South Dakota,4
1471,1900,Tennessee,12
1472,1900,Texas,15
1473,1900,Utah,3
1474,1900,Vermont,4
1475,1900,Virginia,12
1476,1900,Washington,4
1477,1900,West Virginia,6
1478,1900,Wisconsin,12
1479,1900,Wyoming,3
1480,1904,Alabama,11
1481,1904,Alaska,0
1482,1904,Arizona,0
1483,1904,Arkansas,9
1484,1904,California,10
1485,1904,Colorado,5
1486,1904,Connecticut,7
1487,1904,D.C.,0
1488,1904,Delaware,3
1489,1904,Florida,5
1490,1904,Georgia,13
1491,1904,Hawaii,0
1492,1904,Idaho,3
1493,1904,Illinois,27
1494,1904,Indiana,15
1495,1904,Iowa,13
1496,1904,Kansas,10
1497,1904,Kentucky,13
1498,1904,Louisiana,9
1499,1904,Maine,6
1500,1904,Maryland,8
1501,1904,Massachusetts,16
1502,1904,Michigan,14
1503,1904,Minnesota,11
1504,1904,Mississippi,10
1505,1904,Missouri,18
1506,1904,Montana,3
1507,1904,Nebraska,8
1508,1904,Nevada,3
1509,1904,New Hampshire,4
1510,1904,New Jersey,12
1511,1904,New Mexico,0
1512,1904,New York,39
1513,1904,North Carolina,12
1514,1904,North Dakota,4
1515,1904,Ohio,23
1516,1904,Oklahoma,0
1517,1904,Oregon,4
1518,1904,Pennsylvania,34
1519,1904,Rhode Island,4
1520,1904,South Carolina,9
1521,1904,South Dakota,4
1522,1904,Tennessee,12
1523,1904,Texas,18
1524,1904,Utah,3
1525,1904,Vermont,4
1526,1904,Virginia,12
1527,1904,Washington,5
1528,1904,West Virginia,7
1529,1904,Wisconsin,13
1530,1904,Wyoming,3
1531,1908,Alabama,11
1532,1908,Alaska,0
1533,1908,Arizona,0
1534,1908,Arkansas,9
1535,1908,California,10
1536,1908,Colorado,5
1537,1908,Connecticut,7
1538,1908,D.C.,0
1539,1908,Delaware,3
1540,1908,Florida,5
1541,1908,Georgia,13
1542,1908,Hawaii,0
1543,1908,Idaho,3
1544,1908,Illinois,27
1545,1908,Indiana,15
1546,1908,Iowa,13
1547,1908,Kansas,10
1548,1908,Kentucky,13
1549,1908,Louisiana,9
1550,1908,Maine,6
1551,1908,Maryland,8
1552,1908,Massachusetts,16
1553,1908,Michigan,14
1554,1908,Minnesota,11
1555,1908,Mississippi,10
1556,1908,Missouri,18
1557,1908,Montana,3
1558,1908,Nebraska,8
1559,1908,Nevada,3
1560,1908,New Hampshire,4
1561,1908,New Jersey,12
1562,1908,New Mexico,0
1563,1908,New York,39
1564,1908,North Carolina,12
1565,1908,North Dakota,4
1566,1908,Ohio,23
1567,1908,Oklahoma,7
1568,1908,Oregon,4
1569,1908,Pennsylvania,34
1570,1908,Rhode Island,4
1571,1908,South Carolina,9
1572,1908,South Dakota,4
1573,1908,Tennessee,12
1574,1908,Texas,18
1575,1908,Utah,3
1576,1908,Vermont,4
1577,1908,Virginia,12
1578,1908,Washington,5
1579,1908,West Virginia,7
1580,1908,Wisconsin,13
1581,1908,Wyoming,3
1582,1912,Alabama,12
1583,1912,Alaska,0
1584,1912,Arizona,3
1585,1912,Arkansas,9
1586,1912,California,13
1587,1912,Colorado,6
1588,1912,Connecticut,7
1589,1912,D.C.,0
1590,1912,Delaware,3
1591,1912,Florida,6
1592,1912,Georgia,14
1593,1912,Hawaii,0
1594,1912,Idaho,4
1595,1912,Illinois,29
1596,1912,Indiana,15
1597,1912,Iowa,13
1598,1912,Kansas,10
1599,1912,Kentucky,13
1600,1912,Louisiana,10
1601,1912,Maine,6
1602,1912,Maryland,8
1603,1912,Massachusetts,18
1604,1912,Michigan,15
1605,1912,Minnesota,12
1606,1912,Mississippi,10
1607,1912,Missouri,18
1608,1912,Montana,4
1609,1912,Nebraska,8
1610,1912,Nevada,3
1611,1912,New Hampshire,4
1612,1912,New Jersey,14
1613,1912,New Mexico,3
1614,1912,New York,45
1615,1912,North Carolina,12
1616,1912,North Dakota,5
1617,1912,Ohio,24
1618,1912,Oklahoma,10
1619,1912,Oregon,5
1620,1912,Pennsylvania,38
1621,1912,Rhode Island,5
1622,1912,South Carolina,9
1623,1912,South Dakota,5
1624,1912,Tennessee,12
1625,1912,Texas,20
1626,1912,Utah,4
1627,1912,Vermont,4
1628,1912,Virginia,12
1629,1912,Washington,7
1630,1912,West Virginia,8
1631,1912,Wisconsin,13
1632,1912,Wyoming,3
1633,1916,Alabama,12
1634,1916,Alaska,0
1635,1916,Arizona,3
1636,1916,Arkansas,9
1637,1916,California,13
1638,1916,Colorado,6
1639,1916,Connecticut,7
1640,1916,D.C.,0
1641,1916,Delaware,3
1642,1916,Florida,6
1643,1916,Georgia,14
1644,1916,Hawaii,0
1645,1916,Idaho,4
1646,1916,Illinois,29
1647,1916,Indiana,15
1648,1916,Iowa,13
1649,1916,Kansas,10
1650,1916,Kentucky,13
1651,1916,Louisiana,10
1652,1916,Maine,6
1653,1916,Maryland,8
1654,1916,Massachusetts,18
1655,1916,Michigan,15
1656,1916,Minnesota,12
1657,1916,Mississippi,10
1658,1916,Missouri,18
1659,1916,Montana,4
1660,1916,Nebraska,8
1661,1916,Nevada,3
1662,1916,New Hampshire,4
1663,1916,New Jersey,14
1664,1916,New Mexico,3
1665,1916,New York,45
1666,1916,North Carolina,12
1667,1916,North Dakota,5
1668,1916,Ohio,24
1669,1916,Oklahoma,10
1670,1916,Oregon,5
1671,1916,Pennsylvania,38
1672,1916,Rhode Island,5
1673,1916,South Carolina,9
1674,1916,South Dakota,5
1675,1916,Tennessee,12
1676,1916,Texas,20
1677,1916,Utah,4
1678,1916,Vermont,4
1679,1916,Virginia,12
1680,1916,Washington,7
1681,1916,West Virginia,8
1682,1916,Wisconsin,13
1683,1916,Wyoming,3
1684,1920,Alabama,12
1685,1920,Alaska,0
1686,1920,Arizona,3
1687,1920,Arkansas,9
1688,1920,California,13
1689,1920,Colorado,6
1690,1920,Connecticut,7
1691,1920,D.C.,0
1692,1920,Delaware,3
1693,1920,Florida,6
1694,1920,Georgia,14
1695,1920,Hawaii,0
1696,1920,Idaho,4
1697,1920,Illinois,29
1698,1920,Indiana,15
1699,1920,Iowa,13
1700,1920,Kansas,10
1701,1920,Kentucky,13
1702,1920,Louisiana,10
1703,1920,Maine,6
1704,1920,Maryland,8
1705,1920,Massachusetts,18
1706,1920,Michigan,15
1707,1920,Minnesota,12
1708,1920,Mississippi,10
1709,1920,Missouri,18
1710,1920,Montana,4
1711,1920,Nebraska,8
1712,1920,Nevada,3
1713,1920,New Hampshire,4
1714,1920,New Jersey,14
1715,1920,New Mexico,3
1716,1920,New York,45
1717,1920,North Carolina,12
1718,1920,North Dakota,5
1719,1920,Ohio,24
1720,1920,Oklahoma,10
1721,1920,Oregon,5
1722,1920,Pennsylvania,38
1723,1920,Rhode Island,5
1724,1920,South Carolina,9
1725,1920,South Dakota,5
1726,1920,Tennessee,12
1727,1920,Texas,20
1728,1920,Utah,4
1729,1920,Vermont,4
1730,1920,Virginia,12
1731,1920,Washington,7
1732,1920,West Virginia,8
1733,1920,Wisconsin,13
1734,1920,Wyoming,3
1735,1924,Alabama,12
1736,1924,Alaska,0
1737,1924,Arizona,3
1738,1924,Arkansas,9
1739,1924,California,13
1740,1924,Colorado,6
1741,1924,Connecticut,7
1742,1924,D.C.,0
1743,1924,Delaware,3
1744,1924,Florida,6
1745,1924,Georgia,14
1746,1924,Hawaii,0
1747,1924,Idaho,4
1748,1924,Illinois,29
1749,1924,Indiana,15
1750,1924,Iowa,13
1751,1924,Kansas,10
1752,1924,Kentucky,13
1753,1924,Louisiana,10
1754,1924,Maine,6
1755,1924,Maryland,8
1756,1924,Massachusetts,18
1757,1924,Michigan,15
1758,1924,Minnesota,12
1759,1924,Mississippi,10
1760,1924,Missouri,18
1761,1924,Montana,4
1762,1924,Nebraska,8
1763,1924,Nevada,3
1764,1924,New Hampshire,4
1765,1924,New Jersey,14
1766,1924,New Mexico,3
1767,1924,New York,45
1768,1924,North Carolina,12
1769,1924,North Dakota,5
1770,1924,Ohio,24
1771,1924,Oklahoma,10
1772,1924,Oregon,5
1773,1924,Pennsylvania,38
1774,1924,Rhode Island,5
1775,1924,South Carolina,9
1776,1924,South Dakota,5
1777,1924,Tennessee,12
1778,1924,Texas,20
1779,1924,Utah,4
1780,1924,Vermont,4
1781,1924,Virginia,12
1782,1924,Washington,7
1783,1924,West Virginia,8
1784,1924,Wisconsin,13
1785,1924,Wyoming,3
1786,1928,Alabama,12
1787,1928,Alaska,0
1788,1928,Arizona,3
1789,1928,Arkansas,9
1790,1928,California,13
1791,1928,Colorado,6
1792,1928,Connecticut,7
1793,1928,D.C.,0
1794,1928,Delaware,3
1795,1928,Florida,6
1796,1928,Georgia,14
1797,1928,Hawaii,0
1798,1928,Idaho,4
1799,1928,Illinois,29
1800,1928,Indiana,15
1801,1928,Iowa,13
1802,1928,Kansas,10
1803,1928,Kentucky,13
1804,1928,Louisiana,10
1805,1928,Maine,6
1806,1928,Maryland,8
1807,1928,Massachusetts,18
1808,1928,Michigan,15
1809,1928,Minnesota,12
1810,1928,Mississippi,10
1811,1928,Missouri,18
1812,1928,Montana,4
1813,1928,Nebraska,8
1814,1928,Nevada,3
1815,1928,New Hampshire,4
1816,1928,New Jersey,14
1817,1928,New Mexico,3
1818,1928,New York,45
1819,1928,North Carolina,12
1820,1928,North Dakota,5
1821,1928,Ohio,24
1822,1928,Oklahoma,10
1823,1928,Oregon,5
1824,1928,Pennsylvania,38
1825,1928,Rhode Island,5
1826,1928,South Carolina,9
1827,1928,South Dakota,5
1828,1928,Tennessee,12
1829,1928,Texas,20
1830,1928,Utah,4
1831,1928,Vermont,4
1832,1928,Virginia,12
1833,1928,Washington,7
1834,1928,West Virginia,8
1835,1928,Wisconsin,13
1836,1928,Wyoming,3
1837,1932,Alabama,11
1838,1932,Alaska,0
1839,1932,Arizona,3
1840,1932,Arkansas,9
1841,1932,California,22
1842,1932,Colorado,6
1843,1932,Connecticut,8
1844,1932,D.C.,0
1845,1932,Delaware,3
1846,1932,Florida,7
1847,1932,Georgia,12
1848,1932,Hawaii,0
1849,1932,Idaho,4
1850,1932,Illinois,29
1851,1932,Indiana,14
1852,1932,Iowa,11
1853,1932,Kansas,9
1854,1932,Kentucky,11
1855,1932,Louisiana,10
1856,1932,Maine,5
1857,1932,Maryland,8
1858,1932,Massachusetts,17
1859,1932,Michigan,19
1860,1932,Minnesota,11
1861,1932,Mississippi,9
1862,1932,Missouri,15
1863,1932,Montana,4
1864,1932,Nebraska,7
1865,1932,Nevada,3
1866,1932,New Hampshire,4
1867,1932,New Jersey,16
1868,1932,New Mexico,3
1869,1932,New York,47
1870,1932,North Carolina,13
1871,1932,North Dakota,4
1872,1932,Ohio,26
1873,1932,Oklahoma,11
1874,1932,Oregon,5
1875,1932,Pennsylvania,36
1876,1932,Rhode Island,4
1877,1932,South Carolina,8
1878,1932,South Dakota,4
1879,1932,Tennessee,11
1880,1932,Texas,23
1881,1932,Utah,4
1882,1932,Vermont,3
1883,1932,Virginia,11
1884,1932,Washington,8
1885,1932,West Virginia,8
1886,1932,Wisconsin,12
1887,1932,Wyoming,3
1888,1936,Alabama,11
1889,1936,Alaska,0
1890,1936,Arizona,3
1891,1936,Arkansas,9
1892,1936,California,22
1893,1936,Colorado,6
1894,1936,Connecticut,8
1895,1936,D.C.,0
1896,1936,Delaware,3
1897,1936,Florida,7
1898,1936,Georgia,12
1899,1936,Hawaii,0
1900,1936,Idaho,4
1901,1936,Illinois,29
1902,1936,Indiana,14
1903,1936,Iowa,11
1904,1936,Kansas,9
1905,1936,Kentucky,11
1906,1936,Louisiana,10
1907,1936,Maine,5
1908,1936,Maryland,8
1909,1936,Massachusetts,17
1910,1936,Michigan,19
1911,1936,Minnesota,11
1912,1936,Mississippi,9
1913,1936,Missouri,15
1914,1936,Montana,4
1915,1936,Nebraska,7
1916,1936,Nevada,3
1917,1936,New Hampshire,4
1918,1936,New Jersey,16
1919,1936,New Mexico,3
1920,1936,New York,47
1921,1936,North Carolina,13
1922,1936,North Dakota,4
1923,1936,Ohio,26
1924,1936,Oklahoma,11
1925,1936,Oregon,5
1926,1936,Pennsylvania,36
1927,1936,Rhode Island,4
1928,1936,South Carolina,8
1929,1936,South Dakota,4
1930,1936,Tennessee,11
1931,1936,Texas,23
1932,1936,Utah,4
1933,1936,Vermont,3
1934,1936,Virginia,11
1935,1936,Washington,8
1936,1936,West Virginia,8
1937,1936,Wisconsin,12
1938,1936,Wyoming,3
1939,1940,Alabama,11
1940,1940,Alaska,0
1941,1940,Arizona,3
1942,1940,Arkansas,9
1943,1940,California,22
1944,1940,Colorado,6
1945,1940,Connecticut,8
1946,1940,D.C.,0
1947,1940,Delaware,3
1948,1940,Florida,7
1949,1940,Georgia,12
1950,1940,Hawaii,0
1951,1940,Idaho,4
1952,1940,Illinois,29
1953,1940,Indiana,14
1954,1940,Iowa,11
1955,1940,Kansas,9
1956,1940,Kentucky,11
1957,1940,Louisiana,10
1958,1940,Maine,5
1959,1940,Maryland,8
1960,1940,Massachusetts,17
1961,1940,Michigan,19
1962,1940,Minnesota,11
1963,1940,Mississippi,9
1964,1940,Missouri,15
1965,1940,Montana,4
1966,1940,Nebraska,7
1967,1940,Nevada,3
1968,1940,New Hampshire,4
1969,1940,New Jersey,16
1970,1940,New Mexico,3
1971,1940,New York,47
1972,1940,North Carolina,13
1973,1940,North Dakota,4
1974,1940,Ohio,26
1975,1940,Oklahoma,11
1976,1940,Oregon,5
1977,1940,Pennsylvania,36
1978,1940,Rhode Island,4
1979,1940,South Carolina,8
1980,1940,South Dakota,4
1981,1940,Tennessee,11
1982,1940,Texas,23
1983,1940,Utah,4
1984,1940,Vermont,3
1985,1940,Virginia,11
1986,1940,Washington,8
1987,1940,West Virginia,8
1988,1940,Wisconsin,12
1989,1940,Wyoming,3
1990,1944,Alabama,11
1991,1944,Alaska,0
1992,1944,Arizona,4
1993,1944,Arkansas,9
1994,1944,California,25
1995,1944,Colorado,6
1996,1944,Connecticut,8
1997,1944,D.C.,0
1998,1944,Delaware,3
1999,1944,Florida,8
2000,1944,Georgia,12
2001,1944,Hawaii,0
2002,1944,Idaho,4
2003,1944,Illinois,28
2004,1944,Indiana,13
2005,1944,Iowa,10
2006,1944,Kansas,8
2007,1944,Kentucky,11
2008,1944,Louisiana,10
2009,1944,Maine,5
2010,1944,Maryland,8
2011,1944,Massachusetts,16
2012,1944,Michigan,19
2013,1944,Minnesota,11
2014,1944,Mississippi,9
2015,1944,Missouri,15
2016,1944,Montana,4
2017,1944,Nebraska,6
2018,1944,Nevada,3
2019,1944,New Hampshire,4
2020,1944,New Jersey,16
2021,1944,New Mexico,4
2022,1944,New York,47
2023,1944,North Carolina,14
2024,1944,North Dakota,4
2025,1944,Ohio,25
2026,1944,Oklahoma,10
2027,1944,Oregon,6
2028,1944,Pennsylvania,35
2029,1944,Rhode Island,4
2030,1944,South Carolina,8
2031,1944,South Dakota,4
2032,1944,Tennessee,12
2033,1944,Texas,23
2034,1944,Utah,4
2035,1944,Vermont,3
2036,1944,Virginia,11
2037,1944,Washington,8
2038,1944,West Virginia,8
2039,1944,Wisconsin,12
2040,1944,Wyoming,3
2041,1948,Alabama,11
2042,1948,Alaska,0
2043,1948,Arizona,4
2044,1948,Arkansas,9
2045,1948,California,25
2046,1948,Colorado,6
2047,1948,Connecticut,8
2048,1948,D.C.,0
2049,1948,Delaware,3
2050,1948,Florida,8
2051,1948,Georgia,12
2052,1948,Hawaii,0
2053,1948,Idaho,4
2054,1948,Illinois,28
2055,1948,Indiana,13
2056,1948,Iowa,10
2057,1948,Kansas,8
2058,1948,Kentucky,11
2059,1948,Louisiana,10
2060,1948,Maine,5
2061,1948,Maryland,8
2062,1948,Massachusetts,16
2063,1948,Michigan,19
2064,1948,Minnesota,11
2065,1948,Mississippi,9
2066,1948,Missouri,15
2067,1948,Montana,4
2068,1948,Nebraska,6
2069,1948,Nevada,3
2070,1948,New Hampshire,4
2071,1948,New Jersey,16
2072,1948,New Mexico,4
2073,1948,New York,47
2074,1948,North Carolina,14
2075,1948,North Dakota,4
2076,1948,Ohio,25
2077,1948,Oklahoma,10
2078,1948,Oregon,6
2079,1948,Pennsylvania,35
2080,1948,Rhode Island,4
2081,1948,South Carolina,8
2082,1948,South Dakota,4
2083,1948,Tennessee,12
2084,1948,Texas,23
2085,1948,Utah,4
2086,1948,Vermont,3
2087,1948,Virginia,11
2088,1948,Washington,8
2089,1948,West Virginia,8
2090,1948,Wisconsin,12
2091,1948,Wyoming,3
2092,1952,Alabama,11
2093,1952,Alaska,0
2094,1952,Arizona,4
2095,1952,Arkansas,8
2096,1952,California,32
2097,1952,Colorado,6
2098,1952,Connecticut,8
2099,1952,D.C.,0
2100,1952,Delaware,3
2101,1952,Florida,10
2102,1952,Georgia,12
2103,1952,Hawaii,0
2104,1952,Idaho,4
2105,1952,Illinois,27
2106,1952,Indiana,13
2107,1952,Iowa,10
2108,1952,Kansas,8
2109,1952,Kentucky,10
2110,1952,Louisiana,10
2111,1952,Maine,5
2112,1952,Maryland,9
2113,1952,Massachusetts,16
2114,1952,Michigan,20
2115,1952,Minnesota,11
2116,1952,Mississippi,8
2117,1952,Missouri,13
2118,1952,Montana,4
2119,1952,Nebraska,6
2120,1952,Nevada,3
2121,1952,New Hampshire,4
2122,1952,New Jersey,16
2123,1952,New Mexico,4
2124,1952,New York,45
2125,1952,North Carolina,14
2126,1952,North Dakota,4
2127,1952,Ohio,25
2128,1952,Oklahoma,8
2129,1952,Oregon,6
2130,1952,Pennsylvania,32
2131,1952,Rhode Island,4
2132,1952,South Carolina,8
2133,1952,South Dakota,4
2134,1952,Tennessee,11
2135,1952,Texas,24
2136,1952,Utah,4
2137,1952,Vermont,3
2138,1952,Virginia,12
2139,1952,Washington,9
2140,1952,West Virginia,8
2141,1952,Wisconsin,12
2142,1952,Wyoming,3
2143,1956,Alabama,11
2144,1956,Alaska,0
2145,1956,Arizona,4
2146,1956,Arkansas,8
2147,1956,California,32
2148,1956,Colorado,6
2149,1956,Connecticut,8
2150,1956,D.C.,0
2151,1956,Delaware,3
2152,1956,Florida,10
2153,1956,Georgia,12
